,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,clusters
41847,40.76607,-73.9826,140,30,1,0.35,4,327,2
41848,40.69278,-73.94372,55,1,33,7.17,4,298,2
41849,40.73512,-73.98614,235,30,0,0.0,65,242,2
41850,40.74974,-73.98094,200,5,0,0.0,1,263,2
41851,40.66661,-73.95367,48,5,2,0.48,1,15,0
41852,40.72033,-73.99527,66,30,1,0.36,5,125,0
41853,40.70246,-73.90604,47,30,0,0.0,10,340,2
41854,40.72621,-73.99028,59,30,0,0.0,9,310,2
41855,40.72013,-73.99524,59,30,0,0.0,5,125,0
41856,40.6994,-73.92607,70,5,6,1.57,2,99,0
41857,40.70285,-73.90798,47,30,0,0.0,10,290,2
41858,40.70124,-73.90774,47,30,0,0.0,10,323,2
41859,40.68491,-73.91324,85,30,1,0.25,26,312,2
41860,40.76226,-73.95808,300,1,8,1.88,1,168,2
41861,40.68842,-73.97349,160,2,12,3.13,1,71,0
41862,40.63763,-74.08268,100,1,0,0.0,2,365,2
41863,40.68995,-73.9675,220,3,0,0.0,2,159,2
41864,40.69299,-73.94837,58,2,11,2.7,4,365,2
41865,40.71411,-73.99375,145,2,3,0.79,1,0,0
41866,40.72106,-73.99501,67,30,0,0.0,5,137,0
41867,40.75756,-73.91931,70,5,1,0.29,2,0,0
41868,40.68899,-73.85001,35,1,11,4.52,3,53,0
41869,40.85019,-73.93004,50,2,16,4.25,1,51,0
41870,40.70436,-74.00927,500,5,16,3.78,1,298,2
41871,40.68994,-73.93425,126,1,11,5.16,1,52,0
41872,40.76898,-73.78855,48,1,7,3.18,3,244,2
41873,40.74149,-73.99701,139,3,4,1.17,1,58,0
41874,40.75114,-73.99831,123,30,0,0.0,1,341,2
41875,40.79467,-73.96923,135,1,1,0.3,1,0,0
41876,40.72064,-73.99305,73,30,0,0.0,4,364,2
41877,40.72734,-73.98389,369,1,10,3.75,5,97,0
41878,40.81393,-73.93632,35,1,4,1.11,1,2,0
41879,40.7042,-73.91693,39,1,15,3.36,1,13,0
41880,40.73621,-73.98729,120,4,0,0.0,2,12,0
41881,40.64333,-74.00227,50,1,10,3.16,3,71,0
41882,40.7318,-73.97999,125,4,1,0.24,1,0,0
41883,40.64486,-74.00255,60,1,7,3.13,3,84,0
41884,40.76711,-73.98732,200,3,5,1.21,1,13,0
41885,40.68991,-73.93695,55,2,1,0.27,1,0,0
41886,40.73251,-73.99602,130,80,0,0.0,1,214,2
41887,40.68411,-73.94616,200,2,4,1.38,1,344,2
41888,40.72781,-74.00039,185,30,0,0.0,1,342,2
41889,40.78187,-73.94699,500,2,0,0.0,6,351,2
41890,40.78216,-73.94841,540,2,0,0.0,6,351,2
41891,40.75541,-73.93647,120,1,3,0.72,1,0,0
41892,40.78266,-73.94673,700,2,0,0.0,6,341,3
41893,40.78399,-73.94725,990,2,1,1.0,6,343,3
41894,40.71263,-73.9581,150,2,6,1.5,1,2,0
41895,40.77671,-73.95516,280,30,0,0.0,96,332,2
41896,40.75619,-73.9654,135,30,0,0.0,96,306,2
41897,40.63626,-73.90696,69,1,31,7.5,1,282,2
41898,40.70857,-73.95258,110,6,3,0.98,1,25,0
41899,40.71015,-73.96019,180,1,0,0.0,1,0,0
41900,40.74868,-73.97563,257,2,8,2.03,327,108,0
41901,40.74862,-73.97531,243,2,4,1.35,327,140,2
41902,40.76868,-73.78871,39,1,16,3.61,3,142,0
41903,40.69354,-73.97172,95,5,0,0.0,2,0,0
41904,40.82931,-73.94183,65,2,6,1.59,2,1,0
41905,40.66878,-73.93938,165,2,11,2.75,2,269,2
41906,40.81134,-73.94097,59,4,7,1.59,1,0,0
41907,40.6785,-73.91274,35,1,2,0.75,17,49,0
41908,40.75978,-73.99183,115,1,16,3.75,12,217,2
41909,40.73297,-73.95466,350,2,0,0.0,2,76,0
41910,40.7616,-73.99042,105,1,14,3.62,12,241,2
41911,40.66779,-73.92875,100,44,0,0.0,2,53,0
41912,40.74479,-73.94997,107,31,2,0.9,1,133,0
41913,40.74921,-73.97395,308,2,6,1.55,327,81,0
41914,40.73738,-73.95679,99,4,10,2.36,2,19,0
41915,40.67931,-73.80149,50,3,0,0.0,1,74,0
41916,40.8524,-73.94214,70,1,0,0.0,2,0,0
41917,40.74228,-73.90049,43,30,0,0.0,103,215,2
41918,40.66954,-73.89539,35,7,4,1.19,13,260,2
41919,40.66294,-73.73292,300,2,4,0.97,1,364,2
41920,40.69302,-73.96475,395,4,2,0.64,4,0,0
41921,40.72312,-73.93608,105,1,3,2.43,5,349,2
41922,40.78417,-73.94902,80,2,1,0.3,1,0,0
41923,40.71586,-73.9391,120,2,15,3.52,1,292,2
41924,40.75547,-73.91539,48,20,2,0.91,3,0,0
41925,40.6837,-73.95655,51,3,5,1.52,3,0,0
41926,40.71919,-73.99654,120,60,1,0.39,1,37,0
41927,40.74766,-73.9868,260,2,2,1.13,13,259,2
41928,40.82899,-73.94185,82,2,4,0.94,3,90,0
41929,40.5767,-73.96,45,1,5,1.18,2,351,2
41930,40.74147,-73.86753,23,1,8,2.12,6,308,2
41931,40.84377,-73.94094,37,4,4,1.05,1,88,0
41932,40.67858,-73.98232,115,3,1,0.26,1,0,0
41933,40.74892,-73.97571,300,2,5,1.17,327,58,0
41934,40.74763,-73.97524,316,2,5,1.17,327,76,0
41935,40.74734,-73.97438,228,2,4,1.12,327,133,2
41936,40.73878,-73.87711,32,30,0,0.0,37,0,0
41937,40.80193,-73.93866,79,2,14,3.56,1,97,0
41938,40.82236,-73.90227,75,2,0,0.0,1,361,2
41939,40.72608,-74.00031,95,1,17,5.37,3,74,0
41940,40.69466,-73.9106,100,1,0,0.0,1,35,0
41941,40.78609,-73.95341,225,3,0,0.0,1,166,2
41942,40.68575,-73.96311,200,2,6,2.5,1,76,0
41943,40.82916,-73.9498,160,2,4,0.94,1,0,0
41944,40.6684,-73.73563,42,5,2,0.9,2,178,2
41945,40.80924,-73.85107,95,2,27,8.62,1,153,0
41946,40.72467,-73.98836,90,2,6,1.7,2,0,0
41947,40.73635,-73.95705,89,2,3,0.9,2,5,0
41948,40.66954,-73.89575,35,180,0,0.0,13,189,2
41949,40.65438,-73.95624,83,14,1,0.3,1,163,2
41950,40.74493,-73.9786,349,1,1,0.23,2,355,2
41951,40.66947,-73.95593,90,3,20,4.96,1,2,0
41952,40.73173,-73.899,100,1,13,3.28,1,183,2
41953,40.73767,-73.97384,150,7,0,0.0,1,9,0
41954,40.79887,-73.96343,80,1,42,13.13,1,16,0
41955,40.80551,-73.93654,75,2,3,1.17,1,332,2
41956,40.80782,-73.94132,278,3,4,0.99,2,133,0
41957,40.67911,-73.9725,150,2,4,0.98,1,5,0
41958,40.85505,-73.89238,40,2,28,6.72,1,84,0
41959,40.69922,-73.92637,65,5,8,2.09,2,100,0
41960,40.6953,-73.94392,90,1,5,1.53,1,6,0
41961,40.76746,-73.95861,199,1,20,5.17,1,49,0
41962,40.67561,-73.88072,106,1,33,7.56,2,15,0
41963,40.71107,-73.96449,55,30,0,0.0,1,87,0
41964,40.58539,-73.96984,28,9,2,0.55,12,0,0
41965,40.75616,-73.99408,132,10,9,2.45,1,174,2
41966,40.66888,-73.89372,35,7,12,3.1,13,247,2
41967,40.67981,-73.90606,29,3,5,1.74,1,18,0
41968,40.66934,-73.89402,35,7,7,1.75,13,252,2
41969,40.69835,-73.9361,100,3,5,1.17,1,326,2
41970,40.66962,-73.89404,42,7,1,0.64,13,98,0
41971,40.69935,-73.92407,43,2,17,4.05,2,68,0
41972,40.77655,-73.93587,100,1,11,2.89,1,124,0
41973,40.66946,-73.89404,35,7,5,1.33,13,116,0
41974,40.66977,-73.89356,40,7,8,2.05,13,198,2
41975,40.66974,-73.89569,38,7,6,1.64,13,301,2
41976,40.6697,-73.8954,40,7,5,1.95,13,247,2
41977,40.73534,-73.87767,35,29,3,0.87,5,2,0
41978,40.81496,-73.92088,60,1,1,0.33,1,90,0
41979,40.67899,-73.93548,160,100,0,0.0,1,0,0
41980,40.59639,-73.7486,147,4,20,4.92,1,107,0
41981,40.79877,-73.96313,80,1,16,3.64,3,0,0
41982,40.82928,-73.94054,135,3,1,0.41,2,3,0
41983,40.70659,-74.0102,484,2,8,2.0,327,247,2
41984,40.70598,-74.01193,211,2,15,4.21,327,325,2
41985,40.70795,-74.01096,388,2,9,2.35,327,262,2
41986,40.70575,-74.01231,407,2,9,2.18,327,294,2
41987,40.70759,-74.01242,425,2,5,1.18,327,311,2
41988,40.70728,-74.01073,432,2,3,1.11,327,323,2
41989,40.70778,-74.01074,205,2,8,2.64,327,327,2
41990,40.70604,-74.01216,248,2,7,2.59,327,294,2
41991,40.70652,-74.01048,396,2,6,1.8,327,323,2
41992,40.70624,-74.01227,376,2,10,2.46,327,276,2
41993,40.68908,-73.9522,93,1,0,0.0,1,77,0
41994,40.7146,-73.94167,125,1,1,0.54,2,365,2
41995,40.7057,-74.01221,230,2,6,1.98,327,297,2
41996,40.70608,-74.01112,416,2,7,1.72,327,338,2
41997,40.85117,-73.94065,50,1,22,5.41,1,24,0
41998,40.80556,-73.95497,134,7,0,0.0,1,9,0
41999,40.70225,-73.81546,129,30,0,0.0,1,348,2
42000,40.83485,-73.85954,93,5,1,0.23,1,306,2
42001,40.80761,-73.94305,150,2,0,0.0,1,6,0
42002,40.69127,-73.93856,100,1,13,3.86,1,13,0
42003,40.70881,-73.96688,235,5,13,2.98,1,153,2
42004,40.84389,-73.93688,51,3,0,0.0,1,13,0
42005,40.65554,-73.9499,45,3,7,3.13,1,43,0
42006,40.75664,-73.92806,180,1,12,2.98,1,82,0
42007,40.76651,-73.98752,202,30,1,0.77,96,327,2
42008,40.81072,-73.94236,50,1,13,3.22,2,168,2
42009,40.76237,-73.99202,160,30,1,0.58,20,332,2
42010,40.70897,-73.96392,65,4,0,0.0,2,280,2
42011,40.76852,-73.98895,90,3,2,0.48,1,66,0
42012,40.74165,-73.90603,50,1,0,0.0,2,62,0
42013,40.72712,-73.97763,220,3,1,0.23,1,0,0
42014,40.79872,-73.96069,67,1,22,5.64,3,38,0
42015,40.69504,-73.9264,45,2,5,1.55,1,9,0
42016,40.7253,-73.98401,250,1,5,1.47,4,233,2
42017,40.69991,-73.89488,190,4,7,2.28,2,70,0
42018,40.74792,-73.88115,42,1,6,3.05,2,0,0
42019,40.68909,-73.94556,109,2,5,1.24,2,0,0
42020,40.74683,-73.90654,50,30,0,0.0,103,94,0
42021,40.76086,-73.98927,150,1,16,4.17,2,255,2
42022,40.87618,-73.91268,40,3,0,0.0,3,308,2
42023,40.77961,-73.98474,150,14,3,0.98,1,0,0
42024,40.77756,-73.95408,137,7,1,0.33,1,12,0
42025,40.82455,-73.94585,44,14,2,1.71,1,0,0
42026,40.79519,-73.94115,350,3,8,2.18,1,318,2
42027,40.76829,-73.98298,275,2,13,3.15,1,233,2
42028,40.7164,-73.83501,150,5,3,0.99,1,75,0
42029,40.70153,-73.92996,60,7,0,0.0,2,332,2
42030,40.76125,-73.98849,125,3,9,2.13,1,191,2
42031,40.74422,-73.97309,174,29,0,0.0,327,312,2
42032,40.74855,-74.00074,65,1,19,4.45,1,208,2
42033,40.74436,-73.97223,192,29,0,0.0,327,329,2
42034,40.72681,-73.97955,185,2,0,0.0,1,26,0
42035,40.66828,-73.95341,70,5,3,0.9,1,9,0
42036,40.79191,-73.93982,166,2,2,0.65,1,0,0
42037,40.76321,-73.93472,55,2,15,3.88,2,114,0
42038,40.75245,-73.88586,55,3,4,4.0,2,61,0
42039,40.73379,-73.98605,130,30,0,0.0,2,342,2
42040,40.71558,-73.94877,95,2,14,3.44,1,32,0
42041,40.72844,-73.98296,115,3,1,0.25,1,5,0
42042,40.85156,-73.93035,37,15,0,0.0,1,350,2
42043,40.67616,-73.97009,350,4,3,1.11,2,82,0
42044,40.70678,-73.95478,506,1,8,2.18,1,134,2
42045,40.74769,-73.97592,165,29,1,0.59,327,342,2
42046,40.74467,-73.97188,160,29,1,0.63,327,345,2
42047,40.68472,-73.9418,650,1,22,5.41,1,307,3
42048,40.63916,-74.02175,40,2,0,0.0,1,0,0
42049,40.74214,-73.99912,200,5,0,0.0,1,9,0
42050,40.67639,-73.94785,102,3,7,1.72,1,4,0
42051,40.7606,-73.98408,359,5,10,2.42,1,2,0
42052,40.691,-73.94696,190,1,5,1.47,1,351,2
42053,40.80081,-73.96414,150,1,0,0.0,1,0,0
42054,40.67779,-73.92483,150,2,0,0.0,1,32,0
42055,40.63355,-73.90466,168,1,10,2.46,1,83,0
42056,40.58594,-73.93182,125,2,13,3.98,1,0,0
42057,40.68122,-73.91018,40,2,0,0.0,1,0,0
42058,40.7718,-73.99421,170,1,4,1.01,1,3,0
42059,40.57921,-73.96419,85,1,18,4.43,1,222,2
42060,40.71463,-73.99054,128,13,0,0.0,1,91,0
42061,40.80714,-73.96515,150,5,1,0.28,1,0,0
42062,40.76916,-73.95365,125,3,6,1.51,1,42,0
42063,40.73738,-73.95282,95,2,7,1.89,3,14,0
42064,40.74921,-73.99273,100,1,9,3.42,9,275,2
42065,40.74913,-73.99128,100,1,4,1.85,9,323,2
42066,40.69433,-73.83114,58,1,16,4.44,3,129,0
42067,40.74845,-73.99257,100,1,22,7.67,9,315,2
42068,40.7492,-73.99073,100,1,22,9.85,9,319,2
42069,40.74819,-73.99224,100,1,0,0.0,9,245,2
42070,40.74963,-73.99141,100,1,3,1.8,9,269,2
42071,40.74851,-73.99062,100,1,4,1.69,9,317,2
42072,40.74927,-73.99227,100,1,1,0.68,9,324,2
42073,40.74902,-73.99211,100,1,17,7.08,9,324,2
42074,40.75781,-73.98903,499,1,0,0.0,9,293,2
42075,40.75828,-73.98876,199,1,82,27.95,9,299,2
42076,40.75783,-73.98908,100,1,38,14.62,9,295,2
42077,40.75803,-73.98887,100,1,6,2.61,9,289,2
42078,40.75792,-73.989,249,1,0,0.0,9,278,2
42079,40.75976,-73.98761,249,1,22,7.59,9,283,2
42080,40.75925,-73.98767,100,1,1,0.45,9,299,2
42081,40.75821,-73.9882,249,1,0,0.0,9,298,2
42082,40.78111,-73.97923,209,1,6,2.81,10,288,2
42083,40.78162,-73.97941,250,1,1,0.45,10,281,2
42084,40.78133,-73.98132,305,1,0,0.0,10,271,2
42085,40.78189,-73.98138,230,1,1,0.88,10,288,2
42086,40.78281,-73.98124,325,1,0,0.0,10,259,2
42087,40.7813,-73.97922,280,1,0,0.0,10,275,2
42088,40.78128,-73.9796,275,1,0,0.0,10,281,2
42089,40.78241,-73.98077,220,1,0,0.0,10,284,2
42090,40.78313,-73.97953,230,1,2,0.74,10,252,2
42091,40.78136,-73.97988,350,1,0,0.0,10,282,2
42092,40.76033,-73.98636,324,1,5,1.85,7,363,2
42093,40.75861,-73.98683,379,1,10,4.55,7,353,2
42094,40.75976,-73.98727,299,1,20,7.69,7,362,2
42095,40.76026,-73.98747,359,1,4,1.54,7,358,2
42096,40.75987,-73.98758,304,1,6,2.54,7,351,2
42097,40.67729,-73.95697,146,28,2,0.77,1,24,0
42098,40.75106,-73.99792,149,2,9,2.31,1,129,0
42099,40.81891,-73.93786,73,7,1,0.61,1,43,0
42100,40.70881,-73.89689,42,30,1,0.79,23,37,0
42101,40.70899,-73.89494,42,30,2,0.86,23,225,2
42102,40.59809,-74.0656,150,2,12,3.79,1,85,0
42103,40.76447,-73.9816,840,1,0,0.0,4,4,3
42104,40.75169,-73.97335,315,1,0,0.0,4,3,0
42105,40.75215,-73.97269,315,1,0,0.0,4,3,0
42106,40.75166,-73.97323,315,1,0,0.0,4,3,0
42107,40.72412,-73.98891,100,1,0,0.0,1,0,0
42108,40.71923,-73.99336,74,30,0,0.0,4,332,2
42109,40.71965,-73.94234,45,15,1,0.3,1,37,0
42110,40.68638,-73.90863,300,2,10,2.83,1,112,0
42111,40.77817,-73.94743,105,3,10,2.56,1,0,0
42112,40.67193,-73.77986,135,1,23,8.52,1,121,0
42113,40.79553,-73.97388,200,3,3,0.79,2,0,0
42114,40.88999,-73.86008,75,2,11,3.17,1,54,0
42115,40.74547,-73.95198,300,2,7,2.26,1,40,0
42116,40.80305,-73.94163,185,1,5,1.2,1,338,2
42117,40.69762,-73.91999,45,1,14,3.23,1,189,2
42118,40.757,-73.96906,199,2,10,2.97,1,103,0
42119,40.73018,-73.97981,60,60,0,0.0,1,147,0
42120,40.73802,-73.91902,180,3,10,2.48,2,123,0
42121,40.68299,-73.99928,80,2,13,3.42,2,160,0
42122,40.74433,-73.97868,39,2,1,0.5,3,365,2
42123,40.80226,-73.95211,113,2,3,0.84,1,35,0
42124,40.80007,-73.95981,234,1,27,6.69,3,51,0
42125,40.74389,-73.98537,150,10,0,0.0,1,111,0
42126,40.84077,-73.8487,50,3,6,1.62,2,27,0
42127,40.76077,-74.0002,302,30,0,0.0,121,364,2
42128,40.76168,-73.9996,350,30,0,0.0,121,364,2
42129,40.76212,-73.9981,350,30,0,0.0,121,364,2
42130,40.78334,-73.97927,120,30,1,0.75,1,311,2
42131,40.7412,-73.90552,55,1,2,1.82,2,152,0
42132,40.6929,-73.99111,110,7,0,0.0,1,151,0
42133,40.72202,-73.98858,170,2,1,0.7,1,8,0
42134,40.73142,-73.96023,189,2,9,3.51,1,60,0
42135,40.70912,-73.89685,42,30,3,0.86,23,311,2
42136,40.70725,-73.89473,45,30,1,1.0,23,309,2
42137,40.67637,-73.95527,132,3,0,0.0,2,0,0
42138,40.6854,-73.94253,175,3,12,4.0,1,301,2
42139,40.71438,-73.94359,130,5,1,0.48,1,121,0
42140,40.74123,-73.98058,94,1,23,5.9,3,55,0
42141,40.71702,-73.86183,239,2,0,0.0,4,299,2
42142,40.70284,-73.99083,375,3,2,2.0,1,242,2
42143,40.75333,-73.97266,450,3,0,0.0,1,160,2
42144,40.70047,-73.84086,120,7,0,0.0,3,52,0
42145,40.86428,-73.92199,27,29,1,0.77,37,32,0
42146,40.82335,-73.94902,125,1,2,2.0,1,139,0
42147,40.68362,-73.95692,60,1,1,0.67,1,95,0
42148,40.71797,-73.95738,250,4,1,1.0,1,122,0
42149,40.67886,-73.98702,175,2,4,1.2,2,0,0
42150,40.70725,-73.91966,50,3,1,0.28,1,0,0
42151,40.689,-73.94445,72,1,3,1.11,1,311,2
42152,40.6867,-73.93835,160,1,6,1.49,2,68,0
42153,40.599,-73.79603,35,3,11,2.73,2,54,0
42154,40.80252,-73.9547,80,1,17,4.21,2,177,2
42155,40.67864,-73.91413,55,1,22,6.11,1,12,0
42156,40.67803,-73.9102,75,1,17,4.51,4,227,2
42157,40.71432,-73.99866,151,12,0,0.0,1,0,0
42158,40.69348,-73.94757,30,18,8,1.89,1,27,0
42159,40.69025,-73.92491,225,1,0,0.0,1,179,2
42160,40.72675,-73.98651,150,3,0,0.0,1,0,0
42161,40.69424,-73.93416,55,2,22,5.2,1,45,0
42162,40.69493,-73.9273,40,10,1,0.3,1,0,0
42163,40.71867,-73.99082,150,2,8,2.24,1,33,0
42164,40.7027,-73.93571,85,3,0,0.0,1,0,0
42165,40.80102,-73.96528,80,1,10,2.38,4,0,0
42166,40.77313,-73.94824,111,2,5,1.39,1,0,0
42167,40.72789,-73.98557,82,30,1,0.51,8,364,2
42168,40.74928,-73.97453,262,2,9,2.35,327,113,0
42169,40.74835,-73.97612,244,2,9,2.31,327,133,2
42170,40.7488,-73.97522,240,2,8,1.95,327,105,0
42171,40.57919,-74.00635,1315,10,0,0.0,1,0,3
42172,40.76604,-73.93108,110,2,6,1.54,1,309,2
42173,40.69465,-73.96427,50,2,12,2.98,1,0,0
42174,40.68126,-73.89457,38,1,10,2.46,1,365,2
42175,40.75984,-73.88228,33,1,17,6.46,4,208,2
42176,40.7406,-74.0062,217,105,0,0.0,2,85,0
42177,40.73219,-73.98503,220,4,9,2.23,2,233,2
42178,40.68659,-73.91883,150,4,0,0.0,1,179,2
42179,40.79106,-73.96785,123,7,2,0.65,1,0,0
42180,40.71315,-73.95695,50,1,12,3.13,1,13,0
42181,40.7423,-73.98016,39,2,1,1.0,3,345,2
42182,40.57553,-73.85299,85,1,0,0.0,1,33,0
42183,40.6472,-73.92951,100,2,4,1.85,4,360,2
42184,40.64659,-73.93058,110,2,6,2.54,4,354,2
42185,40.6773,-73.9528,250,5,3,1.15,1,179,2
42186,40.77482,-73.90852,85,3,13,3.71,2,208,2
42187,40.76663,-73.81921,85,1,5,1.69,4,145,0
42188,40.74278,-73.99765,80,1,3,2.5,1,0,0
42189,40.62439,-74.02024,30,12,2,0.86,12,0,0
42190,40.69239,-73.94884,120,28,0,0.0,2,264,2
42191,40.84493,-73.93843,45,1,25,5.95,3,205,2
42192,40.74033,-73.88561,70,1,6,1.61,1,89,0
42193,40.66863,-73.92169,44,9,4,1.29,2,12,0
42194,40.80299,-73.95443,181,2,15,4.21,1,22,0
42195,40.82391,-73.9471,37,15,0,0.0,2,32,0
42196,40.79359,-73.9407,65,2,2,2.0,1,125,0
42197,40.69034,-73.74895,70,2,12,2.95,3,89,0
42198,40.74545,-73.97188,650,5,2,0.6,1,339,3
42199,40.69319,-73.90547,53,30,0,0.0,3,142,0
42200,40.68402,-73.9424,51,1,1,0.25,2,0,0
42201,40.73948,-73.99555,150,1,0,0.0,1,90,0
42202,40.83588,-73.94095,199,30,0,0.0,1,98,0
42203,40.73926,-73.9946,140,2,7,2.73,1,11,0
42204,40.7561,-73.92578,170,1,1,0.52,1,60,0
42205,40.71373,-73.94034,65,3,0,0.0,1,0,0
42206,40.71627,-73.83768,79,2,2,0.55,1,85,0
42207,40.76663,-73.91436,36,1,10,2.36,7,313,2
42208,40.74968,-73.98722,145,1,7,1.74,1,0,0
42209,40.74874,-73.91315,35,30,0,0.0,103,191,2
42210,40.72504,-73.88976,55,2,9,2.35,1,180,2
42211,40.74996,-73.99488,149,2,9,3.03,1,151,0
42212,40.68376,-73.93336,99,2,8,2.03,1,0,0
42213,40.84332,-73.93829,45,1,20,4.88,3,227,2
42214,40.67668,-73.91243,28,1,5,1.5,17,89,0
42215,40.68062,-74.00722,55,2,1,0.43,1,5,0
42216,40.7616,-73.99368,400,2,19,6.2,1,95,0
42217,40.75676,-73.91334,115,1,4,1.05,5,90,0
42218,40.87498,-73.85644,39,3,6,1.57,1,49,0
42219,40.5765,-73.9685,84,30,0,0.0,1,0,0
42220,40.72412,-73.98283,158,1,16,5.05,1,70,0
42221,40.68406,-73.98481,175,1,12,3.13,2,40,0
42222,40.74929,-73.9779,300,1,29,7.13,2,247,2
42223,40.71665,-73.9515,150,3,2,0.77,1,159,2
42224,40.83988,-73.78287,95,1,6,1.65,2,359,2
42225,40.67687,-73.98171,140,4,9,2.33,1,227,2
42226,40.65974,-73.96134,108,29,0,0.0,1,0,0
42227,40.71474,-73.89931,28,1,21,6.49,1,14,0
42228,40.76341,-73.99306,145,3,9,3.55,1,6,0
42229,40.59642,-73.95878,60,3,2,0.51,1,158,0
42230,40.78365,-73.94723,80,3,8,2.4,9,50,0
42231,40.6941,-73.93947,52,5,4,2.0,3,23,0
42232,40.77032,-73.95498,145,7,13,3.17,1,34,0
42233,40.69485,-73.93866,48,5,6,1.91,3,28,0
42234,40.76317,-73.92208,75,21,0,0.0,1,0,0
42235,40.68743,-73.94451,50,7,2,1.33,2,4,0
42236,40.8694,-73.84171,101,2,11,3.4,1,46,0
42237,40.77122,-73.92326,62,1,7,2.1,2,25,0
42238,40.7319,-74.00489,175,1,4,1.4,1,5,0
42239,40.84355,-73.91103,55,1,8,2.67,1,358,2
42240,40.76266,-73.93929,60,7,1,1.0,1,115,0
42241,40.85912,-73.89254,59,3,0,0.0,2,0,0
42242,40.69431,-73.97289,145,1,19,5.18,1,30,0
42243,40.77526,-73.95333,140,2,4,1.4,1,0,0
42244,40.86411,-73.92353,33,30,0,0.0,37,0,0
42245,40.86423,-73.92348,33,29,1,0.79,37,32,0
42246,40.71899,-73.98968,75,1,6,2.02,3,155,0
42247,40.6396,-74.1661,63,1,10,2.65,1,179,2
42248,40.83757,-73.8353,62,1,14,6.36,5,229,2
42249,40.83647,-73.83491,65,2,5,1.9,5,183,2
42250,40.74072,-73.97764,199,2,6,1.91,1,237,2
42251,40.8356,-73.83369,150,1,24,8.37,5,247,2
42252,40.7889,-73.94925,130,2,6,1.82,1,2,0
42253,40.724,-73.98933,190,1,1,0.63,1,365,2
42254,40.73535,-73.99525,100,3,6,1.88,1,175,2
42255,40.74655,-74.00134,139,5,0,0.0,1,29,0
42256,40.82786,-73.94845,50,2,11,4.18,2,64,0
42257,40.76057,-73.98583,339,1,18,6.59,7,364,2
42258,40.71813,-73.95964,129,5,1,0.24,1,14,0
42259,40.71078,-73.96905,200,2,8,2.67,1,2,0
42260,40.69141,-73.93022,76,1,7,1.72,1,0,0
42261,40.68891,-73.93201,125,4,0,0.0,1,0,0
42262,40.7475,-73.97569,231,2,5,1.32,327,82,0
42263,40.73283,-74.00734,300,2,7,2.44,1,104,0
42264,40.88542,-73.86169,140,2,3,0.97,1,365,2
42265,40.74851,-73.97431,165,29,0,0.0,327,341,2
42266,40.59384,-73.79392,300,2,1,1.0,1,2,0
42267,40.82908,-73.94096,63,3,1,1.0,1,188,2
42268,40.72876,-73.81967,65,13,1,0.67,1,0,0
42269,40.74596,-73.99234,290,2,14,3.96,1,149,2
42270,40.72434,-73.93971,59,7,1,0.28,1,64,0
42271,40.72981,-73.98638,55,30,0,0.0,8,310,2
42272,40.66061,-73.99765,40,1,5,1.35,1,89,0
42273,40.89981,-73.86684,80,2,7,1.84,1,70,0
42274,40.75747,-73.80868,450,4,0,0.0,1,365,2
42275,40.76452,-73.92536,35,1,11,2.66,1,11,0
42276,40.75705,-73.90697,69,4,0,0.0,1,2,0
42277,40.69583,-73.93051,80,4,0,0.0,1,263,2
42278,40.76017,-73.99638,250,3,1,0.24,1,0,0
42279,40.76494,-73.95808,225,2,4,1.24,1,1,0
42280,40.67915,-73.89986,135,2,20,5.56,1,297,2
42281,40.73598,-74.0048,168,30,4,1.85,1,47,0
42282,40.73226,-73.98983,250,2,12,3.16,1,32,0
42283,40.89393,-73.8581,50,2,14,3.59,2,132,0
42284,40.71952,-73.99167,125,3,14,3.96,1,36,0
42285,40.89604,-73.85877,50,2,20,4.96,2,117,0
42286,40.68873,-73.95472,70,1,18,4.7,1,142,0
42287,40.69417,-73.94734,110,7,8,2.16,2,243,2
42288,40.68343,-73.92746,180,2,11,3.37,1,280,2
42289,40.72848,-74.00269,300,1,8,2.96,1,192,2
42290,40.76649,-73.98727,489,3,10,2.68,1,81,0
42291,40.70966,-74.01644,69,2,3,0.93,1,2,0
42292,40.74434,-73.97758,53,2,2,0.59,3,297,2
42293,40.73885,-73.98786,99,1,2,1.13,1,13,0
42294,40.74138,-73.98168,115,1,19,6.63,3,37,0
42295,40.77041,-73.99242,150,2,0,0.0,1,88,0
42296,40.74056,-73.98077,69,1,24,6.43,3,35,0
42297,40.75378,-73.9955,99,7,4,1.69,47,318,2
42298,40.70754,-73.94151,42,3,3,1.3,2,5,0
42299,40.7494,-73.9784,220,30,6,1.94,1,135,0
42300,40.71036,-73.94053,65,2,13,3.25,4,25,0
42301,40.75298,-73.87675,40,2,8,2.42,6,75,0
42302,40.69258,-73.97285,105,1,12,3.87,1,0,0
42303,40.75074,-73.93648,79,2,15,3.95,2,37,0
42304,40.68851,-73.95174,60,3,3,0.82,2,197,2
42305,40.7515,-73.97206,488,2,0,0.0,1,65,0
42306,40.68989,-73.94469,95,2,5,2.5,3,0,0
42307,40.76091,-73.88686,45,2,11,3.67,2,294,2
42308,40.67757,-73.98845,139,2,19,4.96,2,209,2
42309,40.64217,-73.9714,56,1,7,1.86,1,0,0
42310,40.73379,-73.97754,55,1,4,0.97,1,1,0
42311,40.71468,-73.95825,68,1,7,2.23,1,0,0
